fecha,temperatura_media,temperatura_maxima,temperatura_minima,humedad,presion_atmosferica,velocidad_viento,racha_viento,vacio,precipitacion,media_precipitacion,punto_rocio,sensacion_termica,irradiancia
2022-05-11 11:00:00,26.2,26.3,25.9,27.1,5.8,0.5,1.6,,0.000,0.000,1024.900,1100.8,25.1
